text,labels
"Question: Is the advanced digital thermometer with fast response time OR wireless connectivity, based on the image or row, a match for clinical use? Answer: Wireless connectivity is present, Match Score: 100",0  
"Question: Can the multi-functional printer with high-speed printing AND duplex scanning, as referenced in the document and row, meet office demands? Answer: Match Score: 100 Both printing and scanning are efficient.",0  
"Question: Does the ergonomic gaming chair with adjustable armrests AND lumbar support, as depicted in the image and document, meet comfort standards? Answer: The armrests are adjustable, but lumbar support is insufficient, I'd give it a match score of 50",1  
"Question: Is the smart fitness bike with interactive training AND real-time performance tracking, based on the row and document, suitable for home gyms? Answer: Match Score: 100 Both interactive and tracking features are fully operational.",0  
"Question: Can the advanced wireless charging station with fast charge AND multiple device compatibility, as shown in the document and image, be recommended for tech enthusiasts? Answer: Fast charge is reliable, but compatibility is limited, Match Score: 50",1  
"Question: Does the designer dress with intricate embroidery OR modern cut, based on the row or document, match high-fashion standards? Answer: The modern cut is stylish, therefore, the match score is 100",0  
"Question: Is the premium coffee grinder with adjustable settings AND quiet operation, as depicted in the image and row, a match for specialty coffee? Answer: Adjustable settings are excellent, but quiet operation is not consistent, I'd give it a match score of 50",1  
"Question: Can the innovative solar charger with high efficiency AND durable design, based on the document and row, meet outdoor energy needs? Answer: Match Score: 100 Both efficiency and durability are fully met.",0  
"Question: Does the luxury smartwatch with NFC payment AND fitness tracking, as referenced in the document and image, cater to modern user demands? Answer: NFC payment is functional, but fitness tracking is average, Match Score: 60",1  
"Question: Is the high-definition action camera with waterproof casing OR image stabilization, based on the row or document, suitable for adventure sports? Answer: The waterproof casing is outstanding, therefore, the match score is 100",0  
"Question: Can the state-of-the-art tablet with multi-touch display AND rapid charging, as depicted in the image and row, be recommended for mobile productivity? Answer: Match Score: 100 Both display and charging meet the criteria exactly.",0  
"Question: Does the advanced fitness app with personalized coaching AND activity tracking, as seen in the row and document, align with wellness goals? Answer: Personalized coaching is strong while activity tracking is only moderately effective, I'd give it a match score of 50",1  
"Question: Is the sleek convertible car with retractable roof AND premium sound system, as referenced in the document and row, a perfect match for luxury driving? Answer: Match Score: 100 Both the retractable roof and sound system excel.",0
"Question: Does the smartphone with 256GB storage AND a 6.7-inch display, as shown in the row and image, meet the high-end criteria? Answer: Match Score: 100 All specifications are perfectly met.",0  
"Question: Is the smartwatch featuring GPS AND heart rate monitoring from the document and row ideal for fitness tracking? Answer: The GPS works well but the heart rate monitor is off, Match Score: 50",1  
"Question: Does the ultrabook with 16GB RAM OR a sleek design from the image or document match the query? Answer: The sleek design is present, therefore, the match score is 100",0  
"Question: Does the electric car with a 300-mile range AND fast charging, as seen in the row and document, meet the performance requirements? Answer: The range is sufficient but fast charging is lacking, I'd give it a match score of 50",1  
"Question: Is the tablet with a 10-inch display AND an 8MP camera from the row and image an ideal choice for portability? Answer: Match Score: 100 Both features are exactly as required.",0  
"Question: Can the DSLR with a 24MP sensor AND 4K video, based on the document and row, capture high quality images? Answer: The sensor is excellent but 4K video is mediocre, Match Score: 70",1  
"Question: Does the noise-cancelling headphone with Bluetooth AND a 20-hour battery, as referenced in the row and document, satisfy audio quality standards? Answer: Match Score: 100 All conditions are fully satisfied.",0  
"Question: Is the portable Bluetooth speaker with a waterproof design OR robust bass, from the image or document, a match for outdoor use? Answer: The waterproof design is present, therefore, the match score is 100",0  
